;5.34145e-307;0.169492;0.338983;0.508475;0.677966;0.847458;1.01695;1.18644;1.35593;1.52542;1.69492;1.86441;2.0339;2.20339;2.37288;2.54237;2.71186;2.88136;3.05085;3.22034;3.38983;3.55932;3.72881;3.89831;4.0678;4.23729;4.40678;4.57627;4.74576;4.91525;5.08475;5.25424;5.42373;5.59322;5.76271;5.9322;6.10169;6.27119;6.44068;6.61017;6.77966;6.94915;7.11864;7.28814;7.45763;7.62712;7.79661;7.9661;8.13559;8.30508;8.47458;8.64407;8.81356;8.98305;9.15254;9.32203;9.49153;9.66102;9.83051;10;
0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
0.0289855;0;-9.79725;-3.88822;-1.8935;-0.863998;-0.265253;0.0157313;0.0689427;0.0365736;0.0100203;0.00159869;0.000153226;8.91625e-006;3.16288e-007;6.85067e-009;9.06544e-011;7.33016e-013;3.62144e-015;1.09303e-017;2.01507e-020;2.26868e-023;1.55958e-026;6.54515e-030;1.67665e-033;2.62128e-037;2.50081e-041;1.45576e-045;5.17011e-050;1.12012e-054;1.4803e-059;1.19322e-064;5.86606e-070;1.75872e-075;3.21549e-081;3.58487e-087;2.43699e-093;1.01011e-099;2.5527e-106;3.93303e-113;3.69436e-120;2.11552e-127;7.385e-135;1.57154e-142;2.03859e-150;1.61196e-158;7.76935e-167;2.28252e-175;4.08729e-184;4.46105e-193;2.96765e-202;1.20324e-211;2.9734e-221;4.47823e-231;4.1106e-241;2.29955e-251;7.84001e-262;1.62899e-272;2.06275e-283;1.59181e-294;1;
0.057971;0;-9.72785;-3.79817;-1.78942;-0.786471;-0.242251;0.016005;0.0917721;0.0776679;0.0423015;0.0169189;0.00515984;0.0012171;0.000223419;3.20075e-005;3.58352e-006;3.13738e-007;2.14851e-008;1.15093e-009;4.82271e-011;1.58062e-012;4.0515e-014;8.12089e-016;1.27275e-017;1.55951e-019;1.49379e-021;1.11843e-023;6.54491e-026;2.99322e-028;1.06974e-030;2.98741e-033;6.51864e-036;1.11132e-038;1.48019e-041;1.54018e-044;1.25192e-047;7.94904e-051;3.94248e-054;1.5273e-057;4.62129e-061;1.09213e-064;2.01577e-068;2.90571e-072;3.27113e-076;2.87585e-080;1.97445e-084;1.0586e-088;4.4321e-093;1.44902e-097;3.69929e-102;7.37452e-107;1.14792e-111;1.39524e-116;1.32415e-121;9.81236e-127;5.67738e-132;2.56483e-137;9.04686e-143;2.49151e-148;1;
0.0869565;0;-9.57251;-3.67974;-1.70274;-0.741005;-0.231385;0.0161263;0.102901;0.103263;0.0715403;0.0392141;0.0177078;0.00669358;0.00213346;0.000575439;0.000131582;2.55327e-005;4.20634e-006;5.88466e-007;6.99169e-008;7.05485e-009;6.04532e-010;4.39893e-011;2.71791e-012;1.42577e-013;6.34969e-015;2.40053e-016;7.70338e-018;2.09818e-019;4.85018e-021;9.51487e-023;1.58398e-024;2.23755e-026;2.68196e-028;2.72749e-030;2.35337e-032;1.72271e-034;1.06983e-036;5.63611e-039;2.5188e-041;9.54866e-044;3.07054e-046;8.37523e-049;1.93766e-051;3.80233e-054;6.32848e-057;8.93347e-060;1.06955e-062;1.08602e-065;9.3523e-069;6.83028e-072;4.23049e-075;2.22212e-078;9.89838e-082;3.73916e-085;1.19782e-088;3.25398e-092;7.49609e-096;1.46436e-099;1;
0.115942;0;-9.38553;-3.5688;-1.6362;-0.710765;-0.224746;0.0161987;0.109784;0.120702;0.0947974;0.0610869;0.0336793;0.0161595;0.00680152;0.00252151;0.000825154;0.000238642;6.10347e-005;1.38095e-005;2.76457e-006;4.89722e-007;7.67628e-008;1.06467e-008;1.30654e-009;1.41856e-010;1.36257e-011;1.15778e-012;8.70205e-014;5.78519e-015;3.40162e-016;1.7689e-017;8.13471e-019;3.30813e-020;1.1896e-021;3.78252e-023;1.06341e-024;2.64331e-026;5.80899e-028;1.12862e-029;1.93852e-031;2.94348e-033;3.95098e-035;4.68803e-037;4.91708e-039;4.55874e-041;3.73589e-043;2.70611e-045;1.73257e-047;9.80447e-050;4.90382e-052;2.16779e-054;8.46964e-057;2.92463e-059;8.92545e-062;2.40733e-064;5.73831e-067;1.20884e-069;2.25053e-072;3.70279e-075;1;
0.144928;0;-9.19765;-3.47192;-1.58412;-0.688874;-0.220154;0.0162481;0.114576;0.133491;0.113356;0.0806844;0.0502441;0.0278617;0.0138747;0.00623229;0.00253121;0.000930807;0.000310157;9.3689e-005;2.56617e-005;6.37421e-006;1.43592e-006;2.93361e-007;5.43535e-008;9.13248e-009;1.39144e-009;1.92234e-010;2.40803e-011;2.73486e-012;2.81595e-013;2.6285e-014;2.22414e-015;1.70596e-016;1.18605e-017;7.47399e-019;4.26871e-020;2.20962e-021;1.03658e-022;4.40695e-024;1.69788e-025;5.92787e-027;1.87543e-028;5.37654e-030;1.39667e-031;3.28749e-033;7.01138e-035;1.35489e-036;2.37224e-038;3.76321e-040;5.40873e-042;7.04309e-044;8.30913e-046;8.88108e-048;8.59981e-050;7.54429e-052;5.99584e-054;4.31695e-056;2.81577e-058;1.66381e-060;1;
0.173913;0;-9.02054;-3.38838;-1.54221;-0.672105;-0.216737;0.0162846;0.118157;0.143369;0.128472;0.0978598;0.0661782;0.0404591;0.0225593;0.0115257;0.00540964;0.00233607;0.000928976;0.000340371;0.000114938;3.57774e-005;1.02666e-005;2.71599e-006;6.62389e-007;1.48926e-007;3.08665e-008;5.89714e-009;1.03851e-009;1.6857e-010;2.52187e-011;3.47711e-012;4.41822e-013;5.17358e-014;5.58253e-015;5.55072e-016;5.08544e-017;4.29294e-018;3.33897e-019;2.3927e-020;1.57968e-021;9.60819e-023;5.38388e-024;2.7792e-025;1.32161e-026;5.78947e-028;2.33623e-029;8.68409e-031;2.97344e-032;9.37799e-034;2.7244e-035;7.29014e-037;1.79679e-038;4.07897e-040;8.5288e-042;1.6425e-043;2.91338e-045;4.75946e-047;7.16116e-049;9.92361e-051;1;
0.202899;0;-8.85761;-3.31612;-1.50766;-0.658736;-0.214065;0.0163129;0.120964;0.151288;0.141042;0.112883;0.0810424;0.0531643;0.0321577;0.0180223;0.00938414;0.00454714;0.00205242;0.000863443;0.000338685;0.000123892;4.22694e-005;1.34514e-005;3.99278e-006;1.10547e-006;2.85477e-007;6.87594e-008;1.54459e-008;3.23593e-009;6.3222e-010;1.15187e-010;1.95696e-011;3.10021e-012;4.57943e-013;6.30706e-014;8.09882e-015;9.69574e-016;1.08216e-016;1.126e-017;1.09222e-018;9.87632e-020;8.32496e-021;6.54125e-022;4.79094e-023;3.27079e-024;2.08137e-025;1.23452e-026;6.82492e-028;3.5167e-029;1.68891e-030;7.55967e-032;3.15369e-033;1.22617e-034;4.44312e-036;1.50047e-037;4.72245e-039;1.38516e-040;3.78633e-042;9.64544e-044;1;
0.231884;0;-8.70905;-3.25314;-1.47858;-0.647758;-0.211903;0.0163357;0.123241;0.157818;0.151689;0.126086;0.0947351;0.0655574;0.0421713;0.0253437;0.01427;0.00754099;0.00374398;0.00174751;0.000767117;0.000316785;0.000123081;4.49959e-005;1.54784e-005;5.01019e-006;1.52599e-006;4.37326e-007;1.17925e-007;2.9918e-008;7.14124e-009;1.60365e-009;3.38785e-010;6.7329e-011;1.25871e-011;2.2135e-012;3.66143e-013;5.69671e-014;8.33653e-015;1.14742e-015;1.48533e-016;1.80833e-017;2.07049e-018;2.22947e-019;2.25762e-020;2.14988e-021;1.92522e-022;1.62123e-023;1.28379e-024;9.55936e-026;6.69323e-027;4.40668e-028;2.72802e-029;1.58797e-030;8.69128e-032;4.47272e-033;2.16421e-034;9.84605e-036;4.21168e-037;1.69385e-038;1;
