2.222222e-001	5.421619e-005	3.350231e-008
1.052632e-001	1.223781e-005	1.695391e-009
6.896552e-002	5.256812e-006	3.125635e-010
5.128205e-002	2.907047e-006	9.559065e-011
4.081633e-002	1.841616e-006	3.835654e-011
3.389831e-002	1.270231e-006	1.823763e-011
2.898551e-002	9.287101e-007	9.752199e-012
2.531646e-002	7.084593e-007	5.658030e-012
2.247191e-002	5.581876e-007	3.420597e-012
2.020202e-002	4.511298e-007	2.104539e-012
1.834862e-002	3.721685e-007	1.715628e-012
1.680672e-002	3.122561e-007	1.065370e-012
1.550388e-002	2.657248e-007	4.384271e-013
1.438849e-002	2.288680e-007	6.199485e-013
1.342282e-002	1.991783e-007	1.146860e-013
1.257862e-002	1.749123e-007	6.407097e-013
1.183432e-002	1.548248e-007	3.701484e-013
1.117318e-002	1.380080e-007	7.771561e-014
1.058201e-002	1.237894e-007	7.575052e-013
1.005025e-002	1.116594e-007	4.429790e-014
9.569378e-003	1.012311e-007	5.937473e-013
9.132420e-003	9.219849e-008	6.801226e-013
8.733624e-003	8.432288e-008	5.602185e-013
8.368201e-003	7.741435e-008	7.620571e-013
8.032129e-003	7.132125e-008	5.917489e-014
7.722008e-003	6.592005e-008	1.393330e-013
7.434944e-003	6.110841e-008	6.517009e-014
7.168459e-003	5.680766e-008	1.524891e-013
6.920415e-003	5.294421e-008	4.096723e-014
6.688963e-003	4.946184e-008	1.720513e-012
6.472492e-003	4.631387e-008	4.984901e-014
6.269592e-003	4.345484e-008	1.484146e-012
6.079027e-003	4.085303e-008	2.224887e-013
5.899705e-003	3.847868e-008	3.880229e-013
5.730659e-003	3.630654e-008	1.892930e-013
5.571031e-003	3.431060e-008	3.343104e-012
5.420054e-003	3.247304e-008	2.190470e-013
5.277045e-003	3.078497e-008	1.043610e-013
5.141388e-003	2.922248e-008	4.772849e-013
5.012531e-003	2.777604e-008	9.858780e-014
4.889976e-003	2.643430e-008	8.648637e-014
4.773270e-003	2.518421e-008	1.579847e-013
4.662005e-003	2.402709e-008	4.898304e-013
4.555809e-003	2.294500e-008	3.912426e-012
4.454343e-003	2.193837e-008	1.457723e-013
4.357298e-003	2.098942e-008	8.942846e-013
4.264392e-003	2.010350e-008	5.901946e-013
4.175365e-003	1.927371e-008	3.227418e-013
4.089980e-003	1.848896e-008	3.419265e-012
4.008016e-003	1.775899e-008	3.185785e-012
3.929273e-003	1.706795e-008	3.380629e-012
3.853565e-003	1.641646e-008	6.383782e-013
3.780718e-003	1.580798e-008	9.564571e-014
3.710575e-003	1.522706e-008	4.890532e-013
3.642987e-003	1.466531e-008	3.897993e-013
3.577818e-003	1.414515e-008	5.810907e-013
3.514938e-003	1.365705e-008	5.685452e-012
3.454231e-003	1.319163e-008	1.189049e-012
3.395586e-003	1.274633e-008	7.469581e-013
3.338898e-003	1.232429e-008	8.467671e-013
3.284072e-003	1.192731e-008	1.057487e-013
3.231018e-003	1.154883e-008	9.570122e-013
3.179650e-003	1.117476e-008	1.135203e-012
3.129890e-003	1.083587e-008	2.717826e-013
3.081664e-003	1.050471e-008	6.341594e-013
3.034901e-003	1.018848e-008	4.960476e-013
2.989537e-003	9.879164e-009	1.461942e-012
2.945508e-003	9.592165e-009	6.247225e-013
2.902758e-003	9.321026e-009	5.875855e-013
2.861230e-003	9.056525e-009	5.543344e-013
2.820874e-003	8.790366e-009	1.101341e-013
2.781641e-003	8.554043e-009	3.639311e-013
2.743484e-003	8.320630e-009	7.898127e-013
2.706360e-003	8.097432e-009	2.579825e-012
2.670227e-003	7.882382e-009	2.751466e-012
2.635046e-003	7.677128e-009	1.255596e-011
2.600780e-003	7.477760e-009	1.907252e-012
2.567394e-003	7.285230e-009	1.054756e-011
2.534854e-003	7.113791e-009	1.911027e-012
2.503129e-003	6.926671e-009	1.168754e-011
2.472188e-003	6.741617e-009	1.140310e-012
2.442002e-003	6.592542e-009	4.133360e-013
2.412545e-003	6.448438e-009	2.177925e-012
2.383790e-003	6.283425e-009	3.872458e-013
2.355713e-003	6.135870e-009	1.768585e-012
2.328289e-003	5.993593e-009	1.241807e-011
2.301496e-003	5.868000e-009	1.306899e-011
2.275313e-003	5.719363e-009	1.119038e-011
2.249719e-003	5.603659e-009	4.717338e-013
2.224694e-003	5.471421e-009	1.273071e-011
2.200220e-003	5.355148e-009	4.392042e-013
2.176279e-003	5.223459e-009	1.244105e-011
2.152853e-003	5.133993e-009	1.019085e-011
2.129925e-003	5.017804e-009	2.611023e-012
2.107482e-003	4.919314e-009	3.085532e-012
2.085506e-003	4.806459e-009	1.255518e-011
2.063983e-003	4.712422e-009	1.311540e-011
2.042901e-003	4.600198e-009	1.307277e-011
2.022245e-003	4.507647e-009	5.100365e-013
2.002002e-003	4.418611e-009	1.138223e-011
1.982161e-003	4.355707e-009	5.375700e-013
1.962709e-003	4.258826e-009	1.162792e-011
1.943635e-003	4.176084e-009	1.378342e-012
1.924928e-003	4.096260e-009	4.646727e-012
1.906578e-003	4.042197e-009	5.514256e-012
1.888574e-003	3.943232e-009	3.874678e-013
1.870907e-003	3.894319e-009	3.755329e-012
1.853568e-003	3.798176e-009	3.022460e-011
1.836547e-003	3.728857e-009	2.230771e-012
